commonName,lat,lon,is_pure_bus,id,lines
Stamford Hill Broadway,51.5723,-0.07253,1,490012524L,"149, 243, 253, 254, 310, 318, 349, 476, 67, 76, N253, N73"
Stamford Hill Broadway,51.57254,-0.07251,1,490012524SH,"476, N73"
Stamford Hill Broadway,51.57265,-0.07279,1,490012524M,67
Stamford Hill Broadway,51.57296,-0.07291,1,490012524N,"149, 243, 476, 76, N73"
Stamford Hill Broadway,51.57308,-0.07163,1,490012524H,"253, 254, 310, 318, 349, N253"
Stamford Hill Broadway,51.57315,-0.07141,1,490012524G,"253, 254, N253"
Stamford Hill Library,51.56997,-0.07279,1,490006261S,"149, 243, 476, 67, 76, N73"
Stamford Hill Library,51.57005,-0.07297,1,490006261N,"149, 243, 476, 67, 76, N73"
Stamford Hill Station,51.57432,-0.07703,1,490001265B,"253, 254, 310, N253"
Stamford Hill Station,51.5746,-0.07799,1,490001265A,"253, 254, 310, N253"
Stamford Road,51.53572,0.11149,1,490009629N,"368, 62"
Stamford Road,51.58463,-0.06641,1,490012525Y,"41, N41, W4"
Stamford Road / Health Centre,51.53863,0.12522,1,490003609W,62
Stamford Road / Health Centre,51.53874,0.12579,1,490003609E,62
Stamford Street,51.50572,-0.10442,1,490012526SC,"40, 63, N63, N89"
Stamford Street,51.50643,-0.10452,1,490012526SD,"40, 63, N63, N89"
Stanborough Close,51.42585,-0.38009,1,490012527S,R70
Stanborough Road,51.47037,-0.34835,1,490012528S,"618, H22"
Stanborough Road,51.47075,-0.34895,1,490012528N,"618, H22"
Stanburn Primary School,51.60614,-0.30794,1,490000508Z,324
Stanburn Primary School,51.60732,-0.30857,1,490000507X,324
Standard Road,51.5281,-0.26378,1,490012530K,440
Standard Road Downe,51.3411,0.05594,1,490010353S,R8
Standard Road Downe,51.34131,0.0559,1,490006162N,R8
Standen Road,51.44705,-0.19867,1,490012532S,"156, N87"
Standen Road,51.44717,-0.19888,1,490012532N,"156, N87"
Stanford Road,51.61411,-0.15144,1,490012541E,"221, 382"
Stanford Street,51.49138,-0.13501,1,490012542S,"185, 2, 36, N136, N2"
Stanford Way,51.40671,-0.14058,1,490011739N,"152, 45, 463, 60, 633, N133"
Stanham Place,51.45464,0.19196,1,490012543E,428
Stanhope Avenue,51.60412,-0.34547,1,490012544W,"H12, H19"
Stanhope Avenue,51.60435,-0.34465,1,490012544E,"H12, H18, H19"
Stanhope Gardens,51.49371,-0.17918,1,490012545W,49
Stanhope Gardens,51.49377,-0.1797,1,490012545E,49
Stanhope Road,51.52644,-0.35322,1,490007452Z3,
Stanhope Road,51.64506,-0.21323,1,490012546N,184
Stanhope Road / Crouch End,51.57567,-0.13597,1,490000409Z,W5
Stanhope Road / Crouch End,51.57634,-0.13621,1,490000409Y,W5
Stanhope Way / Acton Works,51.49806,-0.27355,1,490015579N,"440, 70"
Stanhope Way / Acton Works,51.49815,-0.27347,1,490015579S,"440, 70"
Stanley Avenue,51.54354,-0.29714,1,490012548S,"297, 483, 79, 83, N83"
Stanley Avenue,51.56607,0.14543,1,490012547N,173
Stanley Avenue,51.56671,0.14532,1,490012547S,"173, 499, 673"
Stanley Gardens,51.51208,-0.20221,1,490012550N,"452, 52"
Stanley Hall,51.4001,-0.07562,1,490012551K,"196, 410"
Stanley Hall,51.40021,-0.07596,1,490012551H,"196, 410"
Stanley Park Road,51.3538,-0.16908,1,490012561265,S4
Stanley Road,51.35477,-0.16259,1,490012554E,"154, S4"
Stanley Road,51.3549,-0.16177,1,490012554W,"154, S4"
Stanley Road,51.50132,-0.27319,1,490010741W,440
Stanley Road,51.50139,-0.27331,1,490010741E,440
Stanley Road,51.55828,0.20883,1,490012555N,"165, 365, 372"
Stanley Road,51.55893,0.20944,1,490012555S,"165, 365, 372"
Stanley Road,51.58706,-0.09741,1,490012557E,"230, 41, 67, N41, W4"
Stanley Road,51.58718,-0.09809,1,490012557W,"230, 41, 67, N41, W4"
Stanley Road,51.58983,-0.17102,1,490012556N,"143, 653, H3, N20"
Stanley Road,51.60332,-0.40919,1,490010430S,H13
Stanley Road,51.60367,-0.40976,1,490010430N,H13
Stanley Road,51.63178,0.00522,1,490012558G,"179, 212, 313, 379, 385, 397, 444, 97, N26"
Stanley Road / North Avenue,51.354,-0.16221,1,490012559N,S4
Stanley Road / Stanley Park Road,51.35467,-0.16227,1,490012554N,S4
Stanley Road South,51.5256,0.18555,1,490012560S,"165, 365, 372, 652"
Stanley Road South,51.52648,0.18614,1,490012560N,"165, 365, 372, 652"
Stanley Way,51.39041,0.11041,1,490012563SH,"273, 51, 661, B14, N199, R1, R11"
Stanmore Baptist Church,51.60902,-0.309,1,490000506Z,324
Stanmore Baptist Church,51.60988,-0.30989,1,490000506Y,324
Stanmore Church,51.61621,-0.31449,1,490012564W2,
Stanmore Church,51.61649,-0.31539,1,490012564W1,"340, H12"
Stanmore College,51.61275,-0.31218,1,490000504Z,324
Stanmore College,51.61313,-0.3126,1,490000504Y,324
Stanmore Hill,51.61706,-0.31315,1,490012564F,"324, 340, H12"
Stanmore Station,51.61966,-0.30379,1,490000219A,"142, 324, H12, N98"
Stanmore Station,51.61973,-0.30298,1,490000219N,"H12, N98"
Stanmore Station,51.61992,-0.30371,1,490000219B,"142, 324"
Stannard Road,51.54615,-0.06863,1,490012569W,"242, 277, 38, N242, N277, N38"
Stannard Road,51.54615,-0.06782,1,490012569E,"242, 277, 38, N242, N277, N38"
Stansfield Road,51.46631,-0.11684,1,490012578B,"196, 2, 322, 333, 345, N2"
Stansfield Road,51.46657,-0.11723,1,490012578N,"196, 2, 322, 333, 345, N2"
Stansgate Road Shops,51.55731,0.15166,1,490009207E,499
Stanstead Close,51.38971,0.00856,1,490003646E,"246, 352"
Stanstead Road / Colfe Road,51.44231,-0.04379,1,490005717E1,"122, 185"
Stanstead Road / St Dunstans College,51.44304,-0.02815,1,490004863Z,124
Stanthorpe Road,51.42734,-0.12939,1,490003439Z,315
Stanthorpe Road,51.42749,-0.12873,1,490003439W,
Stanwell Road,51.43454,-0.473071,1,40004402113B,117
Stanwell Road,51.434783,-0.470992,1,40004402113A,117
Staple Street,51.49966,-0.08668,1,490017362E,C10
Staple Street,51.49996,-0.0876,1,490017362W,C10
Stapleford Abbotts Primary School,51.641081,0.166054,1,150021001008,375
Stapleford Abbotts Primary School,51.641342,0.165546,1,150021001007,375
Stapleford Close,51.44777,-0.21512,1,490012586N,"39, 493"
Stapleford Gardens,51.60478,0.15539,1,490012587N,"294, 651"
Stapleford Gardens,51.60534,0.15566,1,490012587S,"294, 651"
Staplehurst Road,51.35334,-0.17668,1,490015453S,S3
Staplehurst Road,51.35376,-0.17151,1,490012588S2,154
Staplehurst Road,51.35432,-0.17137,1,490012588N1,154
Staplehurst Road,51.355,-0.17545,1,490015453N,S3
Staples Corner,51.57033,-0.23349,1,490012589W,"112, 142, 182, 232, 266, 32, 632, N266, N32"
Staples Corner,51.57043,-0.23163,1,490012589N,"182, 232, 266, 32, 632, N266, N32"
Staples Corner,51.57083,-0.23297,1,490012589A,112
Staples Corner,51.5717,-0.23276,1,490012589S,"142, 32, 632, N32"
Staples Corner Retail Park,51.5691,-0.22963,1,490012590S,"266, 32, 632, N266, N32"
Stapleton Hall Road,51.57548,-0.10762,1,490016769S,W5
Stapley Road,51.48187,0.14538,1,490012593S,"401, 601"
Star Lane,51.29408,-0.153498,1,400G4409200A,405
Star Lane,51.51858,0.01308,1,490012596S,69
Star Lane,51.51934,0.01224,1,490012596N,69
Star Lane DLR Station,51.520786,0.004156,0,940GZZDLSTL,"276, 323, DLR"
Star Lane Station,51.52007,0.00467,1,490016355S,323
Star Lane Station,51.52082,0.0044,0,4900ZZDLSTL1,
Star Lane Station,51.52085,0.00376,0,4900ZZDLSTL0,
Star Lane Station,51.52192,0.00431,1,490009587N,"276, 323"
Star Lane Stn  / Star Primary Sch,51.5207,0.00616,1,490012598E,276
Star Primary School,51.52024,0.00787,1,490008202W,276
Star Road,51.47263,-0.34716,1,490012599W,"117, 235, 237, 618, E8, H37, N9"
Star Road,51.47296,-0.34675,1,490012599E,"117, 235, 237, 618, E8, H37, N9"
Starlight Way,51.46,-0.44109,1,490012056E,"482, 490"
Starts Hill Road,51.36751,0.05992,1,490020274N,R4
Station Approach,51.3955,0.1119,1,490012606SC,"51, B14"
Station Approach,51.39705,0.11287,1,490012606S,"51, B14"
Station Approach,51.5534,-0.4037,1,490012605D,"696, E7"
Station Approach / South Ruislip Stn,51.55455,-0.40448,1,490012605C,"696, E7"
Station Crescent,51.437819,-0.469336,1,40004402107A,216
Station Crescent,51.438085,-0.470435,1,40004402107B,216
Station Parade,51.581019,-0.499873,1,040G00001313,331
Station Road,51.39538,0.11419,1,490012610N,"B14, R4, R6"
Station Road,51.41208,-0.28838,1,490009282NV,"K2, K3, K4, K5"
Station Road,51.41265,-0.28657,1,490018922E,"K2, K3, K4, K5"
Station Road,51.52977,-0.48204,1,490012611N,222
Station Road,51.52984,-0.48187,1,490012611S,222
Station Road,51.53023,-0.48119,1,490012611W,"222, U5"
Station Road,51.53031,-0.48123,1,490012611E,U5
Station Road,51.57703,-0.23921,1,490012609N,"142, 32, 632, N32"
Station Road,51.58656,-0.36155,1,490010376S,"183, H18, H19"
Station Road,51.58668,-0.36192,1,490010376N,"183, H18"
Station Road,51.618191,0.075169,1,150042023007,"167, 667, 677"
Station Road,51.63126,-0.09604,1,490012612C,"125, 329, 629, N29"
Station Road,51.63209,-0.09465,1,490012612A,"125, 329, 629, N29"
Station Road / Chastilian Road,51.4444,0.18098,1,490002043ZZ,492
Station Road / Chingford Station,51.63303,0.00865,1,490012617E,"179, 212, 313, 379, 385, 397, 444, 97, N26"
Station Road / Crescent Road,51.43053,0.10215,1,490005743M,"160, 229, 233, 269, 286, 492, 51, 625"
Station Road / Green Lanes,51.63225,-0.09662,1,490002223Y,
Station Road / Green Lanes,51.63225,-0.09619,1,490002223Z,
Station Road / High Street,51.37647,-0.01468,1,490014529E,194
Station Road / West Wickham Station,51.37944,-0.01425,1,490001334B,194
Station Road / the Green,51.63081,0.00191,1,490012619K,"179, 212, 313, 379, 385, 397, 444, 97, N26"
Station Road / the Green,51.63089,0.00211,1,490012619J,"313, 379, 385, 97, N26"
Station Road / the Green,51.63126,0.00278,1,490012619L,"179, 212, 313, 379, 385, 397, 444, 97, N26"
Station Square / Petts Wood Station,51.38923,0.07424,1,490015388D,"273, 661, R3"
Station Terrace,51.53321,-0.21834,1,490012622S,"187, 28, 52, 6"
Stationers Park,51.57862,-0.11071,1,490000422Z,W5
Stationers' Crown Woods Academy,51.45187,0.07352,1,490003505W,"132, 162, 286, 624, 658, 660, B15, N21"
Staveley Road,51.47923,-0.26095,1,490012629S,"190, 533"
Staveley Road,51.47934,-0.26109,1,490012629N,"190, 533"
Staveley Road,51.48053,-0.26125,1,490007402N,E3
Staveley Road,51.48077,-0.26144,1,490007402S,E3
Stayton Road,51.37535,-0.204,1,490012631N,"613, 80, S3"
Stayton Road,51.37538,-0.20364,1,490012631S,"613, 80"
Steele Road,51.55295,0.00665,1,490008179E,58
Steele's Road / Steele's Village,51.54652,-0.15785,1,490012664N,"1, N5"
Steeplands,51.640717,-0.35768,1,210021007915,"142, 258"
Steeplands,51.641062,-0.357899,1,210021008005,"142, 258"
Stephen Street,51.51807,-0.13158,1,490002124ZZ,"24, 29, 390, 73, N20, N253, N279, N29, N5, N73"
Stephens Court,51.52299,0.01235,1,490012666S,69
Stephens Court,51.52332,0.01218,1,490012666N,69
Stephenson Street,51.51517,0.00564,1,490000039H,"115, 309, N15, N550, N551"
Stepney Green,51.52091,-0.05115,1,490015508E2,"205, 25, N205, N25"
Stepney Green,51.52114,-0.04924,1,490015508W1,"205, 25, N205, N25"
Stepney Green School,51.51812,-0.04335,1,490012667N,309
Stepney Green School,51.51863,-0.04289,1,490012667S,309
Stepney Green Station,51.5217,-0.04663,1,490000220W2,"205, 25, N205, N25"
Stepney Green Station,51.52177,-0.04699,1,490000220E1,"205, 25, N205, N25"
Stepney Green Station,51.52262,-0.04724,1,490000220N,309
Stepney Green Station,51.52266,-0.04682,1,490000220S,309
Stepney Methodist Church,51.51311,-0.04345,1,490012669W,"115, 135, 15, N15, N550"
Stepney Methodist Church,51.51328,-0.04467,1,490012669E,"115, 135, 15, N15, N550"
Sterling Gardens,51.48133,-0.04166,1,490012674S,225
Stern Close,51.52722,0.11974,1,490018829E,EL2
Stern Close,51.52727,0.11813,1,490018829W,EL2
Stevenage Road / Fulham Football Club,51.47712,-0.22202,1,490012676N,424
Steventon Road,51.50966,-0.24593,1,490012678S,"228, 260, 272"
Stewart Avenue,51.55322,0.24762,1,490012679S,370
Stewart Avenue,51.55342,0.2475,1,490012679N,370
Stewart Close,51.42852,-0.38551,1,490012680S,R70
Stewart Street,51.49925,-0.00947,1,490013513N,"135, D7, N550"
Stewart Street,51.49926,-0.00928,1,490013513S,"135, D7, N550"
Steyne Road,51.508,-0.27394,1,490007604C,"207, 218, 70, E3, N11, N207, N7"
Sth Kensington Stn  / Old Brompton Rd,51.49344,-0.17375,1,490015173D,"14, 345, 49"
Stifford Road,51.502103,0.293967,1,1590008601,370
Stifford Road,51.503104,0.293816,1,1590008701,370
Stirling Corner,51.643502,-0.255801,1,210G1052,"107, 292"
Stirling Corner,51.64371,-0.257137,1,210021002020,"107, 292"
Stirling Corner / Barnet Lane,51.643502,-0.255801,1,210021004785,"107, 292"
Stirling Corner / Barnet Road,51.64182,-0.25225,1,490012721E2,"107, 384, 606"
Stirling Corner / Barnet Road,51.64222,-0.25319,1,490012721W2,"107, 384, 606"
Stirling Drive,51.35784,0.10936,1,490015896W,"654, R1"
Stirling Drive,51.35812,0.10921,1,490015896E,"654, R1"
Stirling Road,51.45877,-0.46807,1,490015440S,"482, 490"
Stoats Nest Village,51.323,-0.12863,1,490012821S,466
Stoats Nest Village,51.32329,-0.12895,1,490012821N,466
Stock Hill,51.3123,0.02873,1,490012824S,464
Stock Hill,51.31237,0.02865,1,490012824N,"320, 464"
Stockholm Way,51.50601,-0.06663,1,490012021N,100
Stockley Road,51.50307,-0.4509,1,490018251S,"A10, U5"
Stockley Road,51.50342,-0.45126,1,490018251N,"A10, U5"
Stockwell Bus Garage,51.47429,-0.12542,1,490012831N,"196, P5"
Stockwell Bus Garage,51.47466,-0.12575,1,490012831E,"196, P5"
Stockwell Gardens,51.4715,-0.12152,1,490012832X,"196, 2, 333, 345, N2"
Stockwell Gardens,51.47164,-0.12183,1,490000223R,"196, 2, 333, N2"
Stockwell Green,51.46781,-0.11934,1,490012833W,322
Stockwell Green,51.46837,-0.11884,1,490012833S1,"196, 2, 322, 333, 345, N2"
Stockwell Green,51.46857,-0.11912,1,490012833S2,"196, 2, 333, 345, N2"
Stockwell Park Walk,51.46607,-0.11463,1,490007523EB,
Stockwell Station,51.47124,-0.12388,1,490000223Z,
Stockwell Station,51.4717,-0.1233,1,490000223G,"155, 345, N155"
Stockwell Station  / Clapham Road,51.47146,-0.12323,1,490000450Z,50
Stockwell Underground Station,51.472184,-0.122644,0,940GZZLUSKW,"155, 196, 2, 333, 345, 50, 88, N155, N2, Northern, P5, Victoria"
Stoke Newington,51.56266,-0.06985,1,490003226H,
Stoke Newington Ch St / Clissold Cres,51.55828,-0.08917,1,490016296E,393
Stoke Newington Church Street,51.5569,-0.09025,1,490012836S,"141, 341"
Stoke Newington Church Street,51.5627,-0.07356,1,490005312X,"106, 149, 243, 476, 67, 76, N73"
Stoke Newington Common,51.56086,-0.07032,1,490012837K,"106, 276, 393, 73"
Stoke Newington Common,51.56206,-0.06855,1,490012837J,"106, 276, 393, 73"
Stoke Newington High St / Brooke Road,51.56053,-0.07274,1,490004452T,106
Stoke Newington High St / Garnham Street,51.56233,-0.07369,1,490005312N,"276, 393, 73"
Stoke Newington High Street,51.56065,-0.07344,1,490004452U,"393, 476, 73, N73"
Stoke Newington Police Station,51.55788,-0.07455,1,490012839R,"149, 243, 276, 67, 76"
Stoke Newington Road / Amhurst Road,51.55622,-0.07449,1,490003307Q,"149, 243, 67, 76"
Stoke Newington Station,51.56429,-0.0719,1,490001273Y,393
Stoke Newington Station,51.56434,-0.07168,1,490001273Z,393
Stoke Newington Station,51.56461,-0.07343,1,490001273E,"106, 149, 243, 476, 67, 76, N73"
Stoke Newington Station,51.56478,-0.07305,1,490001273C,"106, 149, 243, 476, 67, 76, N73"
Stoke Newington Town Hall,51.56062,-0.0835,1,490003003N,"476, 73, N73"
Stoke Newington Town Hall,51.56118,-0.08293,1,490012840W2,"393, 476, 73, N73"
Stokesby Road,51.35862,-0.29849,1,490012841W,"467, 671, 71, N65"
Stonards Hill,51.63953,0.060361,1,150042015001,167
Stondon Park / Honor Oak Park,51.44917,-0.04105,1,490004398C,"122, 171, 172, N171, P12, P4"
Stone Close,51.51101,-0.46075,1,490012849W,350
Stone Close,51.51124,-0.46149,1,490012849E,350
Stone Crossing Rail Station,51.45133,0.263771,0,910GSTCR,"492, Southeastern, Thameslink"
Stone Lake Retail Park,51.48869,0.03523,1,490012854W,"161, 177, 180, 472, N1"
Stone Lake Retail Park,51.4894,0.03649,1,490012854E,"161, 177, 180, 472, N1"
Stone Park Avenue / Chinese Garage,51.39897,-0.01952,1,490010789W,352
Stone Park Avenue / Chinese Garage,51.399,-0.01965,1,490010789E,352
Stone Park Avenue / Manor Way,51.39778,-0.02426,1,490009595W,352
Stone Park Avenue / Manor Way,51.39791,-0.02412,1,490009595E,352
Stone Park Avenue / Village Way,51.397,-0.02747,1,490015466E,352
Stone Park Avenue / Village Way,51.39716,-0.0267,1,490015466W,352
Stonebridge Lock,51.59809,-0.05236,1,490016330S,192
Stonebridge Park,51.544041,-0.275859,0,HUBSBP,"18, Bakerloo, Lioness, N18"
Stonebridge Park Station,51.54403,-0.27512,1,490000224A,"112, 440, 79"
Stonebridge Park Station,51.54405,-0.27504,1,490000224S,
Stonebridge Park Station,51.54411,-0.27566,1,490000224L,79
Stonebridge Park Station,51.54414,-0.27568,1,490000224N,
Stonebridge Park Station,51.54428,-0.27428,1,490000224B,"112, 440"
Stonebridge Park Station,51.54444,-0.27564,1,49000224SZ,
Stonebridge Park Stn   / Point Place,51.54555,-0.27296,1,490010337D,"18, N18"
Stonebridge Park Stn   / Point Place,51.54594,-0.27352,1,490009981N,"18, N18"
Stonebridge Rd / Seven Sisters Stn,51.58249,-0.07337,1,490019455S,"259, 279, N279"
Stonecot Hill / Garth Road,51.38017,-0.21793,1,490007130S,"293, 413, 93"
Stonecot Hill / Garth Road,51.38096,-0.21726,1,490007130N,"293, 413, 93"
Stonecrop Close,51.59258,-0.25644,1,490015288CV,"142, 204, 303, 32, 632, 642, N32, N5"
Stonefield Way,51.55843,-0.38391,1,490012852W,114
Stonefield Way,51.55844,-0.38451,1,490012852E,114
Stonehouse Lane,51.34437,0.1174,1,490012853W,
Stonehouse Lane,51.34452,0.11788,1,490012853E,
Stoneleigh Park Road,51.360417,-0.252427,1,40004406064B,406
Stoneleigh Place,51.5108,-0.21682,1,490012857N,"295, 316"
Stoneleigh Place,51.51118,-0.21682,1,490012857S,"295, 316"
Stoneleigh Rail Station,51.363401,-0.248665,0,910GSTLEIGH,"406, South Western Railway"
Stoneyfields Park,51.62181,-0.26318,1,490008561W,"113, 186, 606, N113"
Stoneyfields Park,51.62193,-0.26268,1,490008561E,"113, 186, 606, N113"
Stopford Road,51.53293,0.02237,1,490013197E,"325, 678"
Stormont Road,51.57259,-0.16247,1,490012863W,"210, 310, 603"
Stormont Road,51.57289,-0.16107,1,490012863E,"210, 310, 603"
Story Street,51.54001,-0.11681,1,490012865S,"153, 17, 259, 274, 91, N91"
Story Street,51.54034,-0.11704,1,490007008N,"17, 259, 274, 91, N91"
Stradbroke Park,51.604814,0.072898,1,150012891S,275
Stradbroke Park,51.605009,0.072546,1,150012891N,275
Straight Road,51.60912,0.20609,1,490007644W,499
Strait Road / East Ham Manor Way,51.50889,0.06149,1,490006361E,"376, 678"
Strait Road / East Ham Manor Way,51.50898,0.06109,1,490006361S,"376, 678"
Strait Road / Stansfeld Road,51.50926,0.0501,1,490012577W,"376, 678"
Strait Road / Stansfeld Road,51.50938,0.04927,1,490012577E,"376, 678"
Stratfield Road,51.657215,-0.281414,1,210021003390,292
Stratfield Road,51.657705,-0.282393,1,210021003430,292
Stratford,51.541508,-0.00241,0,HUBSRA,"104, 108, 158, 238, 241, 25, 257, 262, 276, 308, 339, 388, 425, 473, 678, 69, 86, 97, Central, D8, DLR, Elizabeth line, Greater Anglia, Jubilee, Mildmay, N205, N25, N8, N86, c2c"
Stratford Broadway,51.54037,0.00268,1,490012903Z,"104, 238, 241, 262, 276, 473"
Stratford Broadway,51.54057,0.00252,1,490012903K,"104, 238, 241, 262, 276, 473, 69"
Stratford Bus Station,51.54052,-0.00184,1,490012904D,"104, 238, 262, 276, 473"
Stratford Bus Station,51.54075,-0.0026,1,490012904Z,"104, 158, 238, 241, 25, 257, 262, 276, 308, 425, 473, 678, 69, 86, D8, N25, N8, N86"
Stratford Bus Station,51.54094,-0.00246,1,490012904T,"25, 276, 425, D8, N25, N8"
Stratford Bus Station,51.541,-0.00191,1,490012904B,"25, 425, 86, N25, N86"
Stratford Bus Station,51.54102,-0.00183,1,490012904C,"241, 308, N8"
Stratford Bus Station,51.54112,-0.00164,1,490012904Q,"241, N8"
Stratford Bus Station,51.54124,-0.00185,1,490012904A,"158, 257, 69"
Stratford Bus Station,51.54144,-0.00238,1,490012904N,"104, 158, 238, 25, 257, 262, 473, 678, 86, D8, N86"
Stratford Centre,51.54079,0.0011,1,490015114G,"25, 308, 425, 678, 69, 86, N25, N86"
Stratford Centre,51.54126,0.00262,1,490015114E,"25, 308, 425, 678, 69, 86, N25, N86"
Stratford City Bus Station,51.54316,-0.00362,1,490019793X,"108, 339, 388"
Stratford City Bus Station,51.54332,-0.00397,1,490019793S,"108, 339, 388, 97, N205"
Stratford City Bus Station,51.5434,-0.00417,1,490019793T,"241, 308"
Stratford City Bus Station,51.54341,-0.00402,1,490019793U,
Stratford City Bus Station,51.54383,-0.00399,1,490019793Z,
Stratford City Bus Station,51.54385,-0.00442,1,490019793W,"108, 241, 308, 339, 388, 97, N205"
Stratford City Bus Station,51.54398,-0.00374,1,490019793C,
Stratford City Bus Station,51.54412,-0.00401,1,490019793Y,
Stratford City Bus Station,51.54527,-0.004,1,490019793V,
Stratford High St / Carpenters Road,51.53735,-0.00257,1,490004815S,"25, 276, 425, D8, N25, N8"
Stratford High St Stn  / Carpenters Rd,51.53689,-0.00366,1,490014215N,"25, 276, 425, D8, N25, N8"
Stratford International Station,51.54545,-0.00663,1,490018554C,"308, 339, N205"
Stratford International Station,51.54556,-0.00908,1,490018554W,
Stratford International Station,51.54558,-0.0073,1,490018554E,"108, 308, 339, N205"
Stratford International Station,51.54582,-0.00809,1,490002268ZZ,"108, 97"
Stratford International Station,51.54584,-0.00837,1,490002268YY,97
Stratford Library,51.54303,0.00399,1,490012902R,"308, 678, 69"
Stratford Park,51.53716,0.00854,1,490006045W,"104, 238"
Stratford Park,51.53723,0.0072,1,490006045E,"104, 238"
Stratford Road,51.52913,-0.40361,1,490000878Z,
Stratford Road,51.52918,-0.40366,1,490000878Y,E9
Stratford School,51.54051,0.02276,1,490015000N,"325, 678"
Strath Terrace,51.46204,-0.17408,1,490012735S,"295, C3"
Strath Terrace,51.46232,-0.17516,1,490012735N,"295, C3"
Strathearn Road,51.42634,-0.20089,1,490012910W,"156, 493, N87"
Strathearn Road,51.42666,-0.20079,1,490012910E,"156, 493, N87"
Stratheden Parade,51.47657,0.01898,1,490004065BJ,"108, 286, 335"
Stratheden Road,51.47693,0.02006,1,490012911W,386
Stratheden Road,51.47696,0.02072,1,490012911E1,386
Stratheden Road / Shooters Hill Road,51.47415,0.01621,1,490012109N,"108, 286, 335"
Stratheden Road / Shooters Hill Road,51.47473,0.01721,1,490012109S,"108, 286, 335"
Stratton Road,51.60617,0.24349,1,490012912S,"496, 686"
Strawberry Lane,51.37341,-0.16334,1,490012915S,"127, 151"
Strawberry Lane,51.37399,-0.16261,1,490012915N,"127, 151"
Strawberry Vale,51.43906,-0.3339,1,490012917D,"33, N33"
Strawberry Vale,51.43922,-0.33368,1,490012917C,"33, N33"
Strawberry Vale,51.60005,-0.17343,1,490012916N,"263, N271"
Strawberry Vale,51.60065,-0.17345,1,490012916S,"263, N271"
Streatfield Road,51.59544,-0.30293,1,490019347S,324
Streatham / St Leonard's Church,51.42832,-0.1323,1,490012761SV,"201, 333, 57"
Streatham / St Leonard's Church,51.42842,-0.13183,1,490012761ST,"201, 249, 315, 319, 333, 57, G1"
Streatham / St Leonard's Church,51.42964,-0.13229,1,490012933SX,"249, 315, 319, G1"
Streatham Cemetery,51.43175,-0.17645,1,490012920E,"270, 44, 77, G1, N44"
Streatham Cemetery,51.43187,-0.17714,1,490012920W,"270, 44, 77, G1, N44"
Streatham Close,51.4363,-0.12505,1,490018820SE,"417, N137"
Streatham Common / Greyhound Lane,51.42111,-0.12849,1,490012924S,"109, 250, 255, 50, G1, N109, N250"
Streatham Common / Greyhound Lane,51.42116,-0.12882,1,490012924N,"109, 250, 255, 50, G1, N109, N250"
Streatham Common North / Leigham Crt Rd,51.4233,-0.1135,1,490009077W,"249, 417, N137"
Streatham Common Station,51.41725,-0.1369,1,490G00003057,"45, 60, N133"
Streatham Common Station,51.4178,-0.13628,1,490003057S1,"45, 60, N133"
Streatham Common Station,51.4187,-0.13439,1,490001280SB,"45, 60, N133"
Streatham Hill / Christchurch Road,51.44429,-0.12442,1,490005234S,"109, 133, 137, 159, 201, 250, 333, 417, 45, 57, N109, N133, N137, N250"
Streatham Hill / Telford Avenue,51.44293,-0.12458,1,490013186R,137
Streatham Hill Rail Station,51.438193,-0.12716,0,910GSTRHILL,"109, 133, 159, 201, 250, 255, 319, 333, 417, 45, 50, 57, N109, N133, N137, N250, P13, Southern"
Streatham Hill Station,51.43823,-0.12724,1,4900STRHILL1,
Streatham Hill Station,51.43855,-0.12893,1,490001281Q,"255, 50"
Streatham Hill Station,51.43865,-0.12777,1,490001281C,"255, 50"
Streatham Hill Stn  / Streatham Hill,51.43919,-0.12634,1,490001281B,"133, 201, 333, 417, N133, N137, P13"
Streatham Hill Stn  / Streatham Hill,51.4394,-0.12583,1,490001281D,"109, 133, 159, 201, 250, 319, 333, 417, 45, 57, N109, N133, N137, N250, P13"
Streatham Hill Stn  / Streatham Hill,51.43941,-0.12626,1,490001281A,"109, 159, 250, 319, 45, 57, N109, N250"
Streatham Park Cemetery,51.40848,-0.14221,1,490012930S,"152, 45, 463, 60, 633, N133"
Streatham Place,51.44596,-0.12687,1,490012931W,"137, 417, 57, 59, N137"
Streatham Place,51.44609,-0.12626,1,490012931E,"137, 417, 57, 59, N137"
Streatham Station,51.42497,-0.13074,1,490012929S4,"249, 255, G1"
Streatham Station,51.42512,-0.13092,1,490001279S3,"109, 250, 45, 50, 60, N109, N133, N250"
Streatham Station,51.42522,-0.13189,1,490001279Z,159
Streatham Station,51.4253,-0.13141,1,490001279W,"133, P13"
Streatham Station,51.4253,-0.13064,1,490001279S2,"109, 250, 50, G1, N109, N250"
Streatham Station,51.42546,-0.13123,1,490001279E,"133, 159, 60, P13"
Streatham Station,51.42572,-0.13082,1,490001279S1,"249, 255, 45, N133"
Streatham United Reformed Church,51.42368,-0.12985,1,490012929S6,"249, 45, 60, N133"
Streatham United Reformed Church,51.42401,-0.12998,1,490012929S5,"109, 249, 250, 255, 45, 50, 60, G1, N109, N133, N250"
Stretton Road,51.38327,-0.0881,1,490012936N,410
Stretton Road,51.38376,-0.08756,1,490012936S,410
Strode Road,51.54773,-0.2365,1,490014687S,"302, 52, 98"
