id,naptanId,commonName,lat,lon,modes,lines
490G00011960,490G00011960,Scotts Park School,51.41041,0.02852,bus,314
490011961N,490011961N,Scratchwood Open Space,51.63989,-0.25633,bus,"292, 384, 606"
490G00002139,490G00002139,Scratchwood Open Space,51.63989,-0.25633,bus,"606, 384, 292"
490011961S,490011961S,Scratchwood Park,51.63838,-0.25519,bus,"292, 606, 384"
490G00011961,490G00011961,Scratchwood Park,51.63838,-0.25519,bus,"384, 292, 606"
490005491E,490005491E,Scrubs Lane,51.53238,-0.23635,bus,"18, N18"
490005491W,490005491W,Scrubs Lane,51.53231,-0.23612,bus,"N18, 18"
490G00005491,490G00005491,Scrubs Lane,51.53231,-0.23612,bus,"N18, 18"
490011963E,490011963E,Scylla Road,51.45635,-0.44923,bus,"482, 490"
490011963W,490011963W,Scylla Road,51.45655,-0.44759,bus,"490, 482"
490G00011963,490G00011963,Scylla Road,51.45635,-0.44923,bus,"490, 482"
490011964X,490011964X,Seabrook Gardens,51.56854,0.15354,bus,499
490G00011964,490G00011964,Seabrook Gardens,51.56854,0.15354,bus,499
490006731N,490006731N,Seaford Road,51.65013,-0.07231,bus,192
490G00006731,490G00006731,Seaford Road,51.65013,-0.07231,bus,192
490002392SL,490002392SL,Seagull Lane,51.5087,0.01769,bus,
490G00092392,490G00092392,Seagull Lane,51.5087,0.01769,bus,
490011966W,490011966W,Sealand Road,51.45754,-0.46154,bus,"482, 490"
490G00011966,490G00011966,Sealand Road,51.45754,-0.46154,bus,"482, 490"
2400102533,2400102533,Seaton Road,51.44296,0.188843,bus,492
2400A070830A,2400A070830A,Seaton Road,51.443195,0.189271,bus,492
490011969U,490011969U,Secombe Centre,51.36127,-0.19739,bus,"413, 613, 151, 213, 627"
490G00011969,490G00011969,Secombe Centre,51.36127,-0.19739,bus,"627, 151, 213, 613, 413"
490007666W,490007666W,Second Avenue,51.52633,-0.20684,bus,"N18, 18, 228, 28"
490011970E,490011970E,Second Avenue,51.50685,-0.24856,bus,"218, 207, 306, 272, N266, N207"
490G00007666,490G00007666,Second Avenue,51.52633,-0.20684,bus,"28, 18, 228, N18"
490G00011970,490G00011970,Second Avenue,51.50685,-0.24856,bus,"N207, N266, 272, 207, 306, 218"
490011973N,490011973N,Sedge Road,51.60562,-0.04954,bus,192
490G00011973,490G00011973,Sedge Road,51.60562,-0.04954,bus,192
490000984X,490000984X,Sedgecombe Avenue,51.58462,-0.30596,bus,223
490000984Y,490000984Y,Sedgecombe Avenue,51.5843,-0.30608,bus,223
490G000264,490G000264,Sedgecombe Avenue,51.5843,-0.30608,bus,223
490011971DD,490011971DD,Sedgefield Crescent,51.60946,0.23557,bus,"346, 174, 686, 674, N86"
490011971W,490011971W,Sedgefield Crescent,51.60951,0.23469,bus,"674, 174, 346, N86"
490G00011971,490G00011971,Sedgefield Crescent,51.60951,0.23469,bus,"N86, 346, 674, 174, 686"
490011972P,490011972P,Sedgemere Road,51.49291,0.12187,bus,B11
490G00011972,490G00011972,Sedgemere Road,51.49291,0.12187,bus,B11
490011974N,490011974N,Sedgmoor Place,51.47767,-0.08171,bus,"136, 343, N343"
490011974S,490011974S,Sedgmoor Place,51.47799,-0.08283,bus,"N343, 343, 136"
490G00011974,490G00011974,Sedgmoor Place,51.47767,-0.08171,bus,"343, 136, N343"
1500IM387,1500IM387,Sedley Rise,51.655742,0.06659,bus,20
1500IM387B,1500IM387B,Sedley Rise,51.65586,0.066537,bus,20
150G00000906,150G00000906,Sedley Rise,51.65586,0.066537,bus,20
490004340N,490004340N,Seething Wells / Kingston Uni Campus,51.3934,-0.31594,bus,
490004340S,490004340S,Seething Wells / Kingston Uni Campus,51.39358,-0.31504,bus,
490G00004340,490G00004340,Seething Wells / Kingston Uni Campus,51.39358,-0.31504,bus,
490011975S,490011975S,Sefton Avenue,51.61531,-0.26116,bus,303
490G00011975,490G00011975,Sefton Avenue,51.61531,-0.26116,bus,303
490011976Y,490011976Y,Sefton Close,51.39432,0.09282,bus,R3
490011976Z,490011976Z,Sefton Close,51.39397,0.09169,bus,R3
490G00011976,490G00011976,Sefton Close,51.39397,0.09169,bus,R3
490004400Y,490004400Y,Sefton Road,51.39291,0.09165,bus,R3
490004400Z,490004400Z,Sefton Road,51.39247,0.09219,bus,R3
490G00004400,490G00004400,Sefton Road,51.39247,0.09219,bus,R3
490011977N,490011977N,Sefton Way,51.52296,-0.48205,bus,222
490G00011977,490G00011977,Sefton Way,51.52296,-0.48205,bus,222
490005154N,490005154N,Selborne Road,51.36937,-0.08606,bus,"64, 433"
490011978N,490011978N,Selborne Road,51.62291,-0.12232,bus,"121, 299, 616, N91, W6"
490011980S,490011980S,Selborne Road,51.36807,-0.08626,bus,"64, 433"
490G00005154,490G00005154,Selborne Road,51.36807,-0.08626,bus,"433, 64"
490G00011978,490G00011978,Selborne Road,51.62291,-0.12232,bus,"W6, 616, N91, 299, 121"
490011979E,490011979E,Selborne Walk,51.58276,-0.02343,bus,"W12, W15, W19, W11, 58, 675, 275, 230, 212"
490011979M,490011979M,Selborne Walk,51.58254,-0.02438,bus,"212, 230, 275, 675, W15, W12, W11, W19, 58"
490G00011979,490G00011979,Selborne Walk,51.58254,-0.02438,bus,"W19, W15, W12, W11, 675, 58, 275, 230, 212"
490011979N,490011979N,Selborne Walk / Vernon Road,51.58249,-0.02569,bus,"W12, W19, W15, W11, 58, 675, 275, 230, 212"
490G00011980,490G00011980,Selborne Walk / Vernon Road,51.58249,-0.02569,bus,"212, 275, 230, 675, 58, W19, W11, W12, W15"
490011982H,490011982H,Selby Close,51.35703,-0.30508,bus,"467, 671, 71, N65"
490G00011982,490G00011982,Selby Close,51.35703,-0.30508,bus,"N65, 71, 671, 467"
490011983E,490011983E,Selby Road,51.55485,0.00963,bus,58
490011983W,490011983W,Selby Road,51.55494,0.01013,bus,58
490011984E,490011984E,Selby Road,51.40489,-0.0672,bus,"75, 356, 197, 157"
490011984W,490011984W,Selby Road,51.40366,-0.06873,bus,"157, 197, 75"
490G00011983,490G00011983,Selby Road,51.55494,0.01013,bus,58
490G00011984,490G00011984,Selby Road,51.40366,-0.06873,bus,"75, 197, 157, 356"
490011985BC,490011985BC,Selfridges,51.51421,-0.15179,bus,"94, 98, 7, 390, 139, N98, N207, N137, N113, N7"
490011985BX,490011985BX,Selfridges,51.51399,-0.15234,bus,"N207, N98, N7, 139, 390, 7, 98, 94, N113, N137"
490G000738,490G000738,Selfridges,51.51399,-0.15234,bus,"N137, N207, N113, 139, N7, 390, 94, 98, 7, N98"
490013549N,490013549N,Selhurst New Road,51.38928,-0.08956,bus,"157, 75"
490013549S,490013549S,Selhurst New Road,51.38945,-0.08883,bus,"75, 157"
490G00013549,490G00013549,Selhurst New Road,51.38945,-0.08883,bus,"157, 75"
490010818N,490010818N,Selhurst Park Stadium,51.40041,-0.08526,bus,"468, SL6, N68"
490010818S,490010818S,Selhurst Park Stadium,51.3992,-0.08643,bus,"N68, SL6, 468, 130"
490G00010818,490G00010818,Selhurst Park Stadium,51.3992,-0.08643,bus,"130, 468, N68, SL6"
490010805W,490010805W,Selhurst Road / Park Road,51.39696,-0.08059,bus,"130, 157, 410, 75"
490G00010805,490G00010805,Selhurst Road / Park Road,51.39696,-0.08059,bus,"75, 410, 157, 130"
490001245N,490001245N,Selhurst Station,51.39211,-0.08783,bus,"75, 157"
490001245W,490001245W,Selhurst Station,51.39162,-0.08784,bus,"157, 75"
490023078N,490023078N,Selkirk Road,51.44342,-0.36153,bus,969
490G00023078,490G00023078,Selkirk Road,51.44342,-0.36153,bus,969
490011988E,490011988E,Selsdon Crescent,51.34496,-0.05989,bus,"64, 359"
490011988W,490011988W,Selsdon Crescent,51.34476,-0.06007,bus,"359, 64"
490G00011988,490G00011988,Selsdon Crescent,51.34496,-0.05989,bus,"359, 64"
490006230S,490006230S,Selsdon Library,51.34246,-0.06189,bus,433
490006230W,490006230W,Selsdon Library,51.34242,-0.0619,bus,433
490011990N,490011990N,Selsdon Library,51.3427,-0.06317,bus,"612, 412"
490011990W,490011990W,Selsdon Library,51.34233,-0.06419,bus,"412, 359"
490G00011993,490G00011993,Selsdon Library,51.3427,-0.06317,bus,"433, 412, 359, 612"
490011991N,490011991N,Selsdon Nature Reserve,51.3355,-0.05209,bus,
490011991S1,490011991S1,Selsdon Nature Reserve,51.33682,-0.05335,bus,
490G00011991,490G00011991,Selsdon Nature Reserve,51.33682,-0.05335,bus,
490008836E,490008836E,Selsdon Primary School,51.34673,-0.05565,bus,"359, 64"
490008836W,490008836W,Selsdon Primary School,51.34608,-0.05721,bus,"64, 359"
490G00008836,490G00008836,Selsdon Primary School,51.34673,-0.05565,bus,"359, 64"
490019612X,490019612X,Selsdon Road / Canterbury Grove,51.43226,-0.11123,bus,315
490019612Y,490019612Y,Selsdon Road / Canterbury Grove,51.43179,-0.11265,bus,315
490019612ZZ,490019612ZZ,Selsdon Road / Canterbury Grove,51.43294,-0.10992,bus,315
490G00019612,490G00019612,Selsdon Road / Canterbury Grove,51.43226,-0.11123,bus,315
490006346S,490006346S,Selsdon Way,51.49387,-0.01425,bus,
490G00006346,490G00006346,Selsdon Way,51.49387,-0.01425,bus,
490016602S,490016602S,Selsdon Wood Nature Reserve,51.33958,-0.03764,bus,353
490G00016602,490G00016602,Selsdon Wood Nature Reserve,51.33958,-0.03764,bus,353
490010323S,490010323S,Senhouse Road,51.37192,-0.22647,bus,
490G00010338,490G00010338,Senhouse Road,51.37192,-0.22647,bus,
490017852S,490017852S,Senlac Road,51.43983,0.02694,bus,
490017852Y,490017852Y,Senlac Road,51.44021,0.02434,bus,
490017852Z,490017852Z,Senlac Road,51.44106,0.02451,bus,
490G00017852,490G00017852,Senlac Road,51.44106,0.02451,bus,
490011995S,490011995S,Sentinel Close,51.52952,-0.3808,bus,"696, E6"
490G00011995,490G00011995,Sentinel Close,51.52952,-0.3808,bus,"E6, 696"
490011997E,490011997E,Settle Road,51.60889,0.23851,bus,"686, 496"
490011997W,490011997W,Settle Road,51.6083,0.24,bus,"496, 674, 174, N86, 346"
490G00011997,490G00011997,Settle Road,51.6083,0.24,bus,"346, N86, 174, 674, 496, 686"
490012000E,490012000E,Seven Kings Road,51.56118,0.10001,bus,"128, 150, 679"
490012000W,490012000W,Seven Kings Road,51.56085,0.09877,bus,"150, 679, 128"
490G00012000,490G00012000,Seven Kings Road,51.56118,0.10001,bus,"128, 150, 679"
490001246A,490001246A,Seven Kings Station,51.56435,0.09888,bus,"86, N86"
490001246B,490001246B,Seven Kings Station,51.56447,0.09861,bus,"N86, 86"
HUBSVS,HUBSVS,Seven Sisters,51.582931,-0.073306,"bus, national-rail, overground, tube","N73, 243, 318, 349, 476, 149, 76, Greater Anglia, Weaver, Victoria"
490008367S,490008367S,Seven Sisters Road,51.56064,-0.11544,bus,"91, N91"
490015081O,490015081O,Seven Sisters Road,51.58217,-0.0725,bus,"76, 476, 149, 318, 349, N73, 243"
490G00008375,490G00008375,Seven Sisters Road,51.56064,-0.11544,bus,"91, N91"
490G000859,490G000859,Seven Sisters Road,51.58217,-0.0725,bus,"243, 318, 149, 349, 476, 76, N73"
490003306W,490003306W,Seven Sisters Road / Amhurst Park,51.57355,-0.08741,bus,"253, 254, 310, 279, N279, 259, N253"
490G00003306,490G00003306,Seven Sisters Road / Amhurst Park,51.57355,-0.08741,bus,"259, 279, N279, N253, 310, 253, 254"
490012001E,490012001E,Seven Sisters Road / Kerswell Close,51.5801,-0.08176,bus,67
490012001W,490012001W,Seven Sisters Road / Kerswell Close,51.57993,-0.08175,bus,67
490G00012001,490G00012001,Seven Sisters Road / Kerswell Close,51.5801,-0.08176,bus,67
490008296H,490008296H,Seven Sisters Road / Nags Head,51.55857,-0.11828,bus,"259, 254, 253, 29, N29, N253, N279"
490019152ZZ,490019152ZZ,Seven Sisters Road / Nags Head,51.55903,-0.11741,bus,"N91, 153, 91, 4"
490G00019152,490G00019152,Seven Sisters Road / Nags Head,51.55857,-0.11828,bus,"259, N279, N29, N253, 29, 253, 254, 4, 153, 91, N91"
490008296G,490008296G,Seven Sisters Road / Parkhurst Road,51.55821,-0.11982,bus,"N41, N271, 4, 43, 263, 17"
490G00019153,490G00019153,Seven Sisters Road / Parkhurst Road,51.55821,-0.11982,bus,"17, 263, 43, 4, N271, N41"
490012432E,490012432E,Seven Sisters Road / Plevna Crescent,51.57912,-0.07976,bus,67
490012432W1,490012432W1,Seven Sisters Road / Plevna Crescent,51.57898,-0.07972,bus,67
490G00012436,490G00012436,Seven Sisters Road / Plevna Crescent,51.57912,-0.07976,bus,67
490000201C,490000201C,Seven Sisters Station,51.58403,-0.07414,bus,"N41, 41"
490000201D,490000201D,Seven Sisters Station,51.58398,-0.07302,bus,"41, N41"
490000201J,490000201J,Seven Sisters Station,51.58359,-0.07247,bus,"N73, N279, 476, 76, 149, 349, 318, 243, 259, 279"
490015081Q,490015081Q,Seven Sisters Station,51.58318,-0.07208,bus,"476, 76, 149, 349, 318, 243, N73"
490000782Z,490000782Z,Sevenoaks Road,51.36828,0.09518,bus,R1
490G000137,490G000137,Sevenoaks Road,51.36828,0.09518,bus,R1
490010639N,490010639N,Sevenoaks Road / Cloonmore Avenue,51.36325,0.09151,bus,"R8, R10, R11, 654, 358, 684, R5"
490010639S1,490010639S1,Sevenoaks Road / Cloonmore Avenue,51.36291,0.09136,bus,"R11, R10, R8, R5, 358, 654, 684"
490G00010639,490G00010639,Sevenoaks Road / Cloonmore Avenue,51.36325,0.09151,bus,"684, 654, 358, R8, R5, R10, R11"
490007495AB,490007495AB,Sevenoaks Road / Green Street Green,51.34924,0.08923,bus,R10
490007495BC,490007495BC,Sevenoaks Road / Green Street Green,51.34897,0.08966,bus,R5
490G00007495,490G00007495,Sevenoaks Road / Green Street Green,51.34924,0.08923,bus,"R10, R5"
490010639E,490010639E,Sevenoaks Road / Orpington Hospital,51.36474,0.09334,bus,"684, 358, 654, R8, R5, R11, R10"
490012592N,490012592N,Sevenoaks Road / Orpington Hospital,51.3657,0.09402,bus,"R5, 358, 654, 684, R11, R10, R8"
490G00012592,490G00012592,Sevenoaks Road / Orpington Hospital,51.36474,0.09334,bus,"R10, R8, R5, 654, 358, 684, R11"
490015411L,490015411L,Sevenoaks Road / Orpington War Memorial,51.37248,0.09723,bus,"358, 684, 654, R10, R11, R5, R8, R7"
490G00019893,490G00019893,Sevenoaks Road / Orpington War Memorial,51.37248,0.09723,bus,"R7, R5, R8, R10, R11, 654, 358, 684"
490013749N,490013749N,Sevenoaks Road / Tower Road,51.36738,0.09532,bus,"R8, 358, R10, R11, R5, 684, 654"
490013749S,490013749S,Sevenoaks Road / Tower Road,51.36795,0.09574,bus,"R5, 654, 684, R8, R11, R10, 358"
490G00013749,490G00013749,Sevenoaks Road / Tower Road,51.36795,0.09574,bus,"358, 654, R8, R11, R10, R5, 684"
490009863N,490009863N,Sevenoaks Way / Midfield Way,51.41019,0.11249,bus,"B14, 51, R11"
490G000123,490G000123,Sevenoaks Way / Midfield Way,51.41019,0.11249,bus,"R11, 51, B14"
490012005E,490012005E,Seventh Avenue,51.55363,0.05565,bus,"86, 425, 25, N86, W19, N25"
490G00012005,490G00012005,Seventh Avenue,51.55363,0.05565,bus,"W19, N86, N25, 25, 86, 425"
490012006E,490012006E,Severn Drive,51.57031,0.25776,bus,248
490012006W,490012006W,Severn Drive,51.57021,0.25736,bus,248
490G00012006,490G00012006,Severn Drive,51.57031,0.25776,bus,248
490012007N,490012007N,Seward Road,51.40547,-0.04719,bus,354
490G00012007,490G00012007,Seward Road,51.40547,-0.04719,bus,354
490012008N,490012008N,Sewardstone Gardens,51.64341,-0.0113,bus,"379, 215"
490012008S,490012008S,Sewardstone Gardens,51.64294,-0.01135,bus,215
490G00012008,490G00012008,Sewardstone Gardens,51.64294,-0.01135,bus,"215, 379"
490005280E,490005280E,Sewell Road / Church Manorway,51.4953,0.10414,bus,469
490005280W,490005280W,Sewell Road / Church Manorway,51.49543,0.10483,bus,469
490G00005280,490G00005280,Sewell Road / Church Manorway,51.49543,0.10483,bus,469
490012011N,490012011N,Sewell Street,51.52715,0.02367,bus,"241, 325, 678"
490012011S,490012011S,Sewell Street,51.52721,0.02417,bus,"678, 325, 241"
490G00012011,490G00012011,Sewell Street,51.52721,0.02417,bus,"241, 678, 325"
490001935Z,490001935Z,Seymour Avenue,51.59565,-0.06047,bus,318
490G000284,490G000284,Seymour Avenue,51.59565,-0.06047,bus,318
490012012E,490012012E,Seymour Court,51.62672,0.0195,bus,"179, 397"
490012012W,490012012W,Seymour Court,51.62678,0.01915,bus,"397, 179"
490G00012012,490G00012012,Seymour Court,51.62678,0.01915,bus,"179, 397"
490012013N,490012013N,Seymour Gardens,51.56775,0.05961,bus,"145, 366"
490012013S,490012013S,Seymour Gardens,51.56763,0.06004,bus,"366, 145"
490G00012013,490G00012013,Seymour Gardens,51.56775,0.05961,bus,"145, 366"
490012014N,490012014N,Seymour Road,51.38459,-0.15759,bus,127
490012014S,490012014S,Seymour Road,51.38478,-0.15744,bus,127
490G00012014,490G00012014,Seymour Road,51.38459,-0.15759,bus,127
490012015N,490012015N,Seymour Villas,51.41011,-0.06432,bus,"N3, 157, 354, 358"
490012015S,490012015S,Seymour Villas,51.41098,-0.06535,bus,"358, 354, 157, N3"
490G00012015,490G00012015,Seymour Villas,51.41098,-0.06535,bus,"358, 354, 157, N3"
490012016N,490012016N,Shaa Road,51.51093,-0.25729,bus,"N7, 70"
490012016S,490012016S,Shaa Road,51.51112,-0.25688,bus,"N7, 70"
490G00012016,490G00012016,Shaa Road,51.51112,-0.25688,bus,"70, N7"
490012017N,490012017N,Shacklegate Lane,51.43241,-0.33847,bus,"33, N33"
490012017S,490012017S,Shacklegate Lane,51.43202,-0.33817,bus,"N33, 33"
490G00012017,490G00012017,Shacklegate Lane,51.43241,-0.33847,bus,"33, N33"
490012019V,490012019V,Shacklewell Lane,51.5514,-0.07499,bus,"243, 149, 76, 67"
490012019X,490012019X,Shacklewell Lane,51.55085,-0.07378,bus,"236, 488"
490015434S,490015434S,Shacklewell Lane,51.5539,-0.06765,bus,276
490015434W,490015434W,Shacklewell Lane,51.55409,-0.06801,bus,276
490G00012019,490G00012019,Shacklewell Lane,51.55085,-0.07378,bus,"236, 488, 67, 149, 76, 243"
490G00019707,490G00019707,Shacklewell Lane,51.5539,-0.06765,bus,276
490015434E,490015434E,Shacklewell Lane / Amhurst Road,51.55401,-0.06886,bus,488
490015434W2,490015434W2,Shacklewell Lane / Amhurst Road,51.55397,-0.06869,bus,488
490G00015434,490G00015434,Shacklewell Lane / Amhurst Road,51.55397,-0.06869,bus,488
490012019W,490012019W,Shacklewell Lane / Kingsland High Street,51.55069,-0.07434,bus,"488, 236"
490G00012022,490G00012022,Shacklewell Lane / Kingsland High Street,51.55069,-0.07434,bus,"236, 488"
HUBSDE,HUBSDE,Shadwell,51.511492,-0.056782,"bus, dlr, overground","Windrush, DLR"
490011246N,490011246N,Shadwell Basin,51.50777,-0.05096,bus,D3
490011246W,490011246W,Shadwell Basin,51.50768,-0.05085,bus,D3
490G00011246,490G00011246,Shadwell Basin,51.50777,-0.05096,bus,D3
490000202A,490000202A,Shadwell Station,51.51097,-0.05554,bus,"100, D3"
490000202D,490000202D,Shadwell Station,51.51188,-0.05619,bus,339
490012023N,490012023N,Shaef Way,51.41964,-0.32691,bus,481
490012023S,490012023S,Shaef Way,51.42,-0.3276,bus,481
490G00012023,490G00012023,Shaef Way,51.42,-0.3276,bus,481
490011122N,490011122N,Shaftesbury Avenue,51.5727,-0.35313,bus,"N140, 114, 140, 640"
490012024E,490012024E,Shaftesbury Avenue,51.57517,-0.35655,bus,H11
490012024W,490012024W,Shaftesbury Avenue,51.57508,-0.35653,bus,H11
490012027E,490012027E,Shaftesbury Avenue,51.45687,-0.41334,bus,116
490012027W,490012027W,Shaftesbury Avenue,51.45659,-0.41439,bus,116
490G00002365,490G00002365,Shaftesbury Avenue,51.5727,-0.35313,bus,"640, 140, N140, 114"
490G00012024,490G00012024,Shaftesbury Avenue,51.57517,-0.35655,bus,H11
490G00012027,490G00012027,Shaftesbury Avenue,51.45659,-0.41439,bus,116
490014649S,490014649S,Shaftesbury Estate / Wickersley Road,51.46951,-0.15413,bus,G1
490G00014649,490G00014649,Shaftesbury Estate / Wickersley Road,51.46951,-0.15413,bus,G1
490012028N,490012028N,Shaftesbury Gardens,51.52759,-0.25254,bus,"266, N266"
490012028S,490012028S,Shaftesbury Gardens,51.52707,-0.25319,bus,"266, N266"
490G00012028,490G00012028,Shaftesbury Gardens,51.52759,-0.25254,bus,"266, N266"
490002177Y,490002177Y,Shaftesbury Lane,51.31395,-0.14581,bus,404
490002177Z,490002177Z,Shaftesbury Lane,51.31425,-0.14557,bus,404
490G000614,490G000614,Shaftesbury Lane,51.31395,-0.14581,bus,404
490008307CM,490008307CM,Shaftesbury Road,51.57191,-0.11899,bus,W7
490012030E,490012030E,Shaftesbury Road,51.38606,-0.17919,bus,80
490012030W,490012030W,Shaftesbury Road,51.38533,-0.17838,bus,80
490G00012030,490G00012030,Shaftesbury Road,51.38606,-0.17919,bus,80
490G000598,490G000598,Shaftesbury Road,51.57191,-0.11899,bus,W7
490012032N,490012032N,Shaftesbury Waye,51.52166,-0.40243,bus,"E6, 697, 140, N140"
490012032S,490012032S,Shaftesbury Waye,51.52209,-0.40149,bus,"N140, 140, 697, E6"
490G00012032,490G00012032,Shaftesbury Waye,51.52209,-0.40149,bus,"E6, 697, 140, N140"
490005353S,490005353S,Shakespeare Road,51.59377,-0.03987,bus,158
490012033N,490012033N,Shakespeare Road,51.47057,0.13463,bus,"B11, B12, 422"
490012034N,490012034N,Shakespeare Road,51.59362,-0.04002,bus,158
490012035N,490012035N,Shakespeare Road,51.61891,-0.23594,bus,"240, 688, 628"
490012035S,490012035S,Shakespeare Road,51.61797,-0.2362,bus,"605, 688, 240"
490012036E,490012036E,Shakespeare Road,51.46443,-0.10415,bus,"345, 45, P4, 35"
490012036W,490012036W,Shakespeare Road,51.4643,-0.10418,bus,"35, P4, 45, 345"
490012848E,490012848E,Shakespeare Road,51.54125,-0.26051,bus,"N18, 18"
490012848W,490012848W,Shakespeare Road,51.54106,-0.26183,bus,"18, N18"
490G00012033,490G00012033,Shakespeare Road,51.47057,0.13463,bus,"422, B11, B12"
490G00012034,490G00012034,Shakespeare Road,51.59377,-0.03987,bus,158
490G00012035,490G00012035,Shakespeare Road,51.61891,-0.23594,bus,"240, 688, 605, 628"
490G00012036,490G00012036,Shakespeare Road,51.4643,-0.10418,bus,"345, P4, 45, 35"
490G00012848,490G00012848,Shakespeare Road,51.54106,-0.26183,bus,"N18, 18"
490012346N1,490012346N1,Shakespeare's Globe Theatre,51.5078,-0.09464,bus,344
490G00012347,490G00012347,Shakespeare's Globe Theatre,51.5078,-0.09464,bus,344
490009995N,490009995N,Shallons Road,51.42889,0.06634,bus,162
490G00009995,490G00009995,Shallons Road,51.42889,0.06634,bus,162
490012037N,490012037N,Shannon Corner / Beverley Way,51.40105,-0.24234,bus,"265, 152, 655, K5"
490012037S,490012037S,Shannon Corner / Beverley Way,51.40048,-0.24204,bus,"K5, 655, 265, 152"
490G00012037,490G00012037,Shannon Corner / Beverley Way,51.40048,-0.24204,bus,"265, 152, 655, K5"
490G00019730,490G00019730,Shannon Corner / Beverley Way,51.40105,-0.24234,bus,"K5, 655, 152, 265"
490015435E,490015435E,Shannon Corner / Burlington Road,51.39981,-0.24155,bus,"131, N87, K5"
490G00015435,490G00015435,Shannon Corner / Burlington Road,51.39981,-0.24155,bus,"N87, K5, 131"
490004884W,490004884W,Shannon Corner / Cavendish Avenue,51.39986,-0.24008,bus,"131, N87, K5"
490G00004890,490G00004890,Shannon Corner / Cavendish Avenue,51.39986,-0.24008,bus,"K5, N87, 131"
490011674E,490011674E,Shannon Corner / Rookwood Avenue,51.39942,-0.24437,bus,"N87, 265, 152, 131"
490011674W,490011674W,Shannon Corner / Rookwood Avenue,51.39921,-0.24619,bus,"131, 152, 265, N87"
490G00011674,490G00011674,Shannon Corner / Rookwood Avenue,51.39921,-0.24619,bus,"N87, 265, 152, 131"
490003967S,490003967S,Shannon Corner Superstores,51.40216,-0.24113,bus,"K5, 152, 265, 655"
490G00003967,490G00003967,Shannon Corner Superstores,51.40216,-0.24113,bus,"655, 265, 152, K5"
490009118N,490009118N,Shardeloes Road / Lewisham Way,51.47238,-0.03399,bus,"N171, 171, 172"
490009118S,490009118S,Shardeloes Road / Lewisham Way,51.47251,-0.0335,bus,"172, 171, N171"
490G00009118,490G00009118,Shardeloes Road / Lewisham Way,51.47251,-0.0335,bus,"N171, 171, 172"
490009586E,490009586E,Sharps Lane,51.57574,-0.43253,bus,U10
490012038E,490012038E,Sharps Lane,51.57183,-0.43304,bus,"278, U1, U10"
490012038W,490012038W,Sharps Lane,51.57187,-0.43211,bus,"U1, U10, 278"
490G00009586,490G00009586,Sharps Lane,51.57574,-0.43253,bus,U10
490G00012038,490G00012038,Sharps Lane,51.57187,-0.43211,bus,"U10, 278, U1"
490010967D,490010967D,Shawford Court,51.44815,-0.23895,bus,"85, 419, 265, N72"
490G00010985,490G00010985,Shawford Court,51.44815,-0.23895,bus,"N72, 85, 265, 419"
490016747E,490016747E,Shearwater Close,51.52303,0.10903,bus,"EL1, EL3"
490016747W,490016747W,Shearwater Close,51.52285,0.1087,bus,"EL3, EL1"
490G00016747,490G00016747,Shearwater Close,51.52303,0.10903,bus,"EL1, EL3"
490008409S,490008409S,Shearwood Crescent,51.46247,0.18877,bus,428
490012042W,490012042W,Shearwood Crescent,51.46234,0.18853,bus,428
490G00012042,490G00012042,Shearwood Crescent,51.46234,0.18853,bus,428
490012043CG,490012043CG,Sheaveshill Avenue,51.58781,-0.25171,bus,"632, 642, 32, 142, N32, N5"
490012043CH,490012043CH,Sheaveshill Avenue,51.587,-0.2512,bus,"N5, N32, 142, 32, 642, 632"
490G00012043,490G00012043,Sheaveshill Avenue,51.58781,-0.25171,bus,"642, 632, 32, 142, N32, N5"
490012046E,490012046E,Sheen Court,51.46327,-0.28278,bus,"969, 493, 33, 337, N33"
490012046W,490012046W,Sheen Court,51.46329,-0.28224,bus,"337, 33, N33, 493, 969"
490G00012046,490G00012046,Sheen Court,51.46329,-0.28224,bus,"969, 337, 33, 493, N33"
490002103Z,490002103Z,Sheen Gate,51.4566,-0.26722,bus,
490G000325,490G000325,Sheen Gate,51.4566,-0.26722,bus,
490010046E,490010046E,Sheen Lane / Mortlake Station,51.4699,-0.26424,bus,"969, 533, 419, N22"
490010046W,490010046W,Sheen Lane / Mortlake Station,51.4696,-0.26528,bus,"N22, 969, 419, 533"
490G00010046,490G00010046,Sheen Lane / Mortlake Station,51.4699,-0.26424,bus,"533, 969, 419, N22"
490012452W,490012452W,Sheen Road / Kings Road,51.46212,-0.29291,bus,"969, 33, 337, 493, N33"
490G00019932,490G00019932,Sheen Road / Kings Road,51.46212,-0.29291,bus,"33, 337, N33, 493, 969"
490012048E,490012048E,Sheendale Road,51.46596,-0.29443,bus,"419, 371, 110, 190, H37, N22, R70, R68"
490012048SK,490012048SK,Sheendale Road,51.4661,-0.29292,bus,"R68, R70, N22, 190, 110, H37, 371, 419"
490G00012048,490G00012048,Sheendale Road,51.4661,-0.29292,bus,"419, 190, 110, 371, H37, N22, R68, R70"
490016361N,490016361N,Sheep Lane,51.53642,-0.05971,bus,394
490016361S,490016361S,Sheep Lane,51.53599,-0.0597,bus,394
490G00016361,490G00016361,Sheep Lane,51.53642,-0.05971,bus,394
490016719S,490016719S,Sheepcote Road,51.58174,-0.33025,bus,"114, 183"
490G00016719,490G00016719,Sheepcote Road,51.58174,-0.33025,bus,"183, 114"
