commonName,lat_x,lon_x,is_pure_bus,id,lines,commonName_clean,line_id,line_name,mode_name,station_id,station_name,lat_y,lon_y,station_modes,station_name_clean
Tottenham High Road,51.59852,-0.06765,1.0,490013731F,"318, 341, 476",tottenham high road,,,,,,,,,
Tottenham High Road,51.59867,-0.06666,1.0,490013731E,"318, 341, 476",tottenham high road,,,,,,,,,
Tottenham High Road,51.60622,-0.06418,1.0,490013730T,W3,tottenham high road,,,,,,,,,
Tottenham High Road / Bruce Grove Stn,51.59305,-0.06965,1.0,490019454S,"149, 243, 318, 341, 349, 476",tottenham high road / bruce grove stn,,,,,,,,,
Tottenham Hotspur Football Club,51.6029,-0.0677,1.0,490013733V,"149, 259, 279, 349, N279",tottenham hotspur football club,,,,,,,,,
Tottenham Hotspur Football Club,51.60367,-0.06807,1.0,490013733R,"149, 259, 279, 349, N279",tottenham hotspur football club,,,,,,,,,
Tottenham Lane,51.58294,-0.11869,1.0,490013734E,W3,tottenham lane,,,,,,,,,
Tottenham Lane,51.58788,-0.11375,1.0,490005275W1,144,tottenham lane,,,,,,,,,
Tottenham Lane,51.58805,-0.11392,1.0,490005275E1,"144, 41, N41, N91",tottenham lane,,,,,,,,,
Tottenham Lane Y M C A,51.58214,-0.11959,1.0,490006799S,"41, 91, N41, N91, W3, W5",tottenham lane y m c a,,,,,,,,,
Tottenham Lane Y M C A,51.58232,-0.11957,1.0,490006799N,"41, N41, N91, W5",tottenham lane y m c a,,,,,,,,,
Tottenham Police Station,51.59039,-0.07026,1.0,490013736N,"123, 149, 243, 259, 279, 318, 341, 349, 476, N279, W4",tottenham police station,,,,,,,,,
Tottenham Police Station,51.59125,-0.06988,1.0,490013736T,"123, 149, 243, 259, 279, 318, 341, 349, 476, N279, W4",tottenham police station,,,,,,,,,
Tottenham Police Station,51.59184,-0.0698,1.0,490013736Z,"123, 259, 279, N279, W4",tottenham police station,,,,,,,,,
Tottenham Sports Centre,51.60179,-0.06756,1.0,490013738S,"149, 259, 279, 349, N279",tottenham sports centre,,,,,,,,,
Tottenham Sports Centre,51.60202,-0.06791,1.0,490013738N,"149, 259, 279, 349, N279",tottenham sports centre,,,,,,,,,
Tottenham Town Hall,51.58743,-0.07128,1.0,490013739FA,"243, 76, N73, W4",tottenham town hall,,,,,,,,,
Tottenham Town Hall,51.58793,-0.07066,1.0,490013739N,"149, 243, 259, 279, 318, 349, 476, 76, N279, N73, W4",tottenham town hall,,,,,,,,,
Tottenham Town Hall,51.58799,-0.07093,1.0,490013739M,"149, 259, 279, 318, 349, 476, N279",tottenham town hall,,,,,,,,,
Totteridge & Whetstone Station,51.63016,-0.17788,1.0,490000237A,"251, 326, 605, 628, 688",totteridge & whetstone station,,,,,,,,,
Totteridge & Whetstone Stn,51.63008,-0.17676,1.0,490000237B,"251, 326, 605, 688",totteridge & whetstone stn,,,,,,,,,
Totteridge & Whetstone Underground Station,51.630597,-0.17921,0.0,940GZZLUTAW,"234, 263, 326, 34, 626, 634, N20, Northern",totteridge & whetstone underground station,northern,Northern,tube,940GZZLUTAW,Totteridge & Whetstone Underground Station,51.630597,-0.17921,"['tube', 'bus']",totteridge & whetstone underground station
Totteridge Common / Mill Hill,51.63084,-0.22717,1.0,490012661W,"251, 605, 688",totteridge common / mill hill,,,,,,,,,
Totteridge Common / Mill Hill,51.63102,-0.22666,1.0,490012661E,"251, 605, 628, 688",totteridge common / mill hill,,,,,,,,,
Totteridge Green,51.63016,-0.19518,1.0,490013741W,"251, 605, 688",totteridge green,,,,,,,,,
Totteridge Road,51.67237,-0.03975,1.0,490010626N,"279, 327, N279",totteridge road,,,,,,,,,
Totteridge Road,51.67391,-0.03821,1.0,490011290S,"279, 327, N279",totteridge road,,,,,,,,,
Totteridge War Memorial,51.63345,-0.20122,1.0,490013742W,"251, 605, 688",totteridge war memorial,,,,,,,,,
Totteridge War Memorial,51.63381,-0.20155,1.0,490013742E,"251, 605, 628, 688",totteridge war memorial,,,,,,,,,
Tower Bridge,51.50327,-0.0768,1.0,490013744P,"343, 42, 78",tower bridge,,,,,,,,,
Tower Bridge,51.50366,-0.07674,1.0,490013744L,"343, 42, 78",tower bridge,,,,,,,,,
Tower Bridge Quay,51.50614,-0.073797,0.0,930GSTC,"100, N551, Thames River Services",tower bridge quay,,,,,,,,,
Tower Bridge Quay,51.50626,-0.07333,0.0,4900STC0,,tower bridge quay,,,,,,,,,
Tower Bridge Road,51.50184,-0.07932,1.0,490013746D,"381, 47, N199, N381",tower bridge road,,,,,,,,,
Tower Bridge Road,51.50272,-0.07798,1.0,490013746K,"381, 47, N199, N381",tower bridge road,,,,,,,,,
Tower Gateway,51.510621,-0.074813,0.0,HUBTOG,"100, 15, 343, 42, 78, DLR, N15, N551",tower gateway,,,,,,,,,
,,,,,,,dlr,DLR,dlr,940GZZDLTWG,Tower Gateway DLR Station,51.510617,-0.074818,['dlr'],tower gateway dlr station
Tower Gateway Station,51.51043,-0.07511,1.0,490002076Y,343,tower gateway station,,,,,,,,,
Tower Gateway Station,51.51072,-0.07517,1.0,490002076RV,"100, 42, 78, N551",tower gateway station,,,,,,,,,
Tower Hill / Tower Gateway Station,51.50982,-0.07306,1.0,490015074Z,"100, 343, 42, 78, N551",tower hill / tower gateway station,,,,,,,,,
,,,,,,,circle,Circle,tube,940GZZLUTWH,Tower Hill Underground Station,51.509971,-0.076546,['tube'],tower hill underground station
,,,,,,,district,District,tube,940GZZLUTWH,Tower Hill Underground Station,51.509971,-0.076546,['tube'],tower hill underground station
Tower of London,51.50958,-0.07561,1.0,490013573X,"15, N15",tower of london,,,,,,,,,
Tower of London,51.50968,-0.0751,1.0,490013573WB,,tower of london,,,,,,,,,
Tower of London,51.50969,-0.07591,1.0,490013573W,"15, N15",tower of london,,,,,,,,,
Tower Road,51.45762,0.14993,1.0,490013748W,"229, 492, 89, 99, B11, B16, N89",tower road,,,,,,,,,
Tower View,51.38074,-0.04205,1.0,490014891S,"367, 689",tower view,,,,,,,,,
Tower View,51.38237,-0.04293,1.0,490014891N,"367, 689",tower view,,,,,,,,,
Towfield Road,51.44291,-0.38064,1.0,490013750W,H25,towfield road,,,,,,,,,
Towfield Road,51.44348,-0.38126,1.0,490013750E,H25,towfield road,,,,,,,,,
Town Lane,51.442214,-0.476067,1.0,40004402017B,"203, 216",town lane,,,,,,,,,
Town Lane,51.442724,-0.475245,1.0,40004402017A,"203, 216",town lane,,,,,,,,,
Town Lane / Ashford Hospital,51.4441,-0.47589,1.0,40004402014B,203,town lane / ashford hospital,,,,,,,,,
Town Road,51.62411,-0.04955,1.0,490010242W,192,town road,,,,,,,,,
Town Road,51.62504,-0.05238,1.0,490010242E,192,town road,,,,,,,,,
Town Tree Road,51.431444,-0.457048,1.0,40004402169A,"216, 290",town tree road,,,,,,,,,
Town Tree Road,51.431994,-0.457173,1.0,40004402105B,117,town tree road,,,,,,,,,
Townfield Court,51.227134,-0.335522,1.0,40004408085A,465,townfield court,,,,,,,,,
Townfield Road,51.51264,-0.42015,1.0,490013751N,"195, 278, 698, H98",townfield road,,,,,,,,,
Townfield Road,51.51295,-0.41998,1.0,490013751S,"195, 278, 698, H98",townfield road,,,,,,,,,
Townley Grammar School,51.45007,0.13918,1.0,490013754S,"269, 602, B13",townley grammar school,,,,,,,,,
Townley Grammar School,51.45124,0.14037,1.0,490013754N,"269, 602, B13",townley grammar school,,,,,,,,,
Townley Road,51.45519,-0.08468,1.0,490013755N,"37, 42",townley road,,,,,,,,,
Townley Road,51.45588,-0.08346,1.0,490013755S,"37, 42",townley road,,,,,,,,,
Townley Road / Upton Road,51.44999,0.13806,1.0,490018788S,,townley road / upton road,,,,,,,,,
Townmead Road,51.46709,-0.18973,1.0,490008434S,"28, 295, N28",townmead road,,,,,,,,,
Townmead Road,51.46747,-0.19017,1.0,490008434N,"28, 295, N28",townmead road,,,,,,,,,
Townsend Lane,51.58221,-0.25761,1.0,490013758W,"183, 653, 683, 83, N83",townsend lane,,,,,,,,,
Townsend Lane,51.58241,-0.25618,1.0,490013758E,"183, 653, 683, 83, N83",townsend lane,,,,,,,,,
Townson Avenue,51.53417,-0.40851,1.0,490013757W,"696, 697, 90",townson avenue,,,,,,,,,
Townson Avenue,51.53432,-0.40872,1.0,490013757E,"696, 697, 90",townson avenue,,,,,,,,,
Towpath Way,51.38925,-0.0792,1.0,490013760E,410,towpath way,,,,,,,,,
Towpath Way,51.38939,-0.07964,1.0,490013760W,410,towpath way,,,,,,,,,
Trafalgar Avenue,51.48648,-0.07311,1.0,490013761W,"172, 21, 453, 53, 78, N21, N53",trafalgar avenue,,,,,,,,,
Trafalgar Avenue,51.48651,-0.07279,1.0,490013761EE,"172, 21, 453, 53, 78, N21, N53",trafalgar avenue,,,,,,,,,
Trafalgar Court,51.40459,-0.23581,1.0,490013763S,"131, N87",trafalgar court,,,,,,,,,
Trafalgar Court,51.40512,-0.23574,1.0,490013763N,"131, N87",trafalgar court,,,,,,,,,
Trafalgar Estate,51.48293,-0.00275,1.0,490013764T,"129, 177, 188, 286, 386, N1",trafalgar estate,,,,,,,,,
Trafalgar Estate,51.48325,-0.00198,1.0,490013764S,"129, 177, 188, 286, 386, N1",trafalgar estate,,,,,,,,,
Trafalgar Road / Maze Hill,51.48363,0.00011,1.0,490009754G,"129, 177, 188, 286, 386, N1",trafalgar road / maze hill,,,,,,,,,
Trafalgar Road / Maze Hill,51.48416,0.00137,1.0,490009754K,"129, 177, 188, 286, 386, N1",trafalgar road / maze hill,,,,,,,,,
Trafalgar Road / Prince of Wales,51.43954,-0.34767,1.0,490013765S,"267, 281, 290, 681, N22, R70",trafalgar road / prince of wales,,,,,,,,,
Trafalgar Road / Prince of Wales,51.44026,-0.34697,1.0,490013765N,"267, 281, 290, 681, N22, R70",trafalgar road / prince of wales,,,,,,,,,
Trafalgar Sq / Charing Cross Stn,51.50763,-0.1298,1.0,490013767A,"12, 159, 453, 88, N109, N136, N18, N3, N97",trafalgar sq / charing cross stn,,,,,,,,,
Trafalgar Sq / Charing Cross Stn,51.50826,-0.12734,1.0,490013767C,"176, 24, 29, N20, N279, N29, N41, N5",trafalgar sq / charing cross stn,,,,,,,,,
Trafalgar Square,51.50745,-0.12945,1.0,490013767S,"23, 9, N18, N550, N551, N9, N97",trafalgar square,,,,,,,,,
Trafalgar Square,51.50753,-0.12991,1.0,490013767T,"12, 139, 159, 453, 88, N109, N113, N136, N15, N3",trafalgar square,,,,,,,,,
Trafalgar Square,51.50764,-0.12954,1.0,490013767B,"139, 23, 9, N113, N15, N550, N551, N9",trafalgar square,,,,,,,,,
Trafalgar Square,51.50806,-0.13018,1.0,490013767Z,,trafalgar square,,,,,,,,,
Trafalgar Square / Charing Cross Stn,51.50801,-0.12634,1.0,490013766K,"26, 87, 91, N155, N199, N26, N44, N87, N91",trafalgar square / charing cross stn,,,,,,,,,
Trafalgar Square / Charing Cross Stn,51.50819,-0.12706,1.0,490013767D,"24, 29, N20, N279, N29, N41, N5",trafalgar square / charing cross stn,,,,,,,,,
Trafalgar Square / Charing Cross Stn,51.50864,-0.12623,1.0,490013766G,"139, 176, 26, 87, 91, N155, N199, N21, N26, N343, N44, N87, N89, N91",trafalgar square / charing cross stn,,,,,,,,,
Trafalgar Way,51.50565,-0.01082,1.0,490016315S,,trafalgar way,,,,,,,,,
Tramway Avenue,51.63533,-0.05211,1.0,490013770S,"192, 279, 349, 491, N279",tramway avenue,,,,,,,,,
Tramway Avenue,51.63578,-0.05191,1.0,490013770N,"192, 279, 349, 491, N279",tramway avenue,,,,,,,,,
Tranquil Vale,51.46671,0.00726,1.0,490013771W,380,tranquil vale,,,,,,,,,
Traps Hill,51.649119,0.056618,1.0,1500LGHTNSWY,"20, 397",traps hill,,,,,,,,,
Traps Hill,51.649284,0.056943,1.0,150042010008,"20, 397",traps hill,,,,,,,,,
Traps Lane,51.41664,-0.26321,1.0,490013774W,57,traps lane,,,,,,,,,
Traps Lane,51.41681,-0.26221,1.0,490013774E,57,traps lane,,,,,,,,,
Treaty Centre,51.46698,-0.364,1.0,490013777S,"110, 111, 116, 117, 120, 203, 222, 235, 237, 281, 423, 635, 681, 81, E8, H20, H22, H28, H32, H98, N9",treaty centre,,,,,,,,,
Treaty Centre,51.46704,-0.36369,1.0,490013777R,"120, 203, 222, 81, E8, H20, H22, H32, H98, N9",treaty centre,,,,,,,,,
Treaty Centre,51.46706,-0.36433,1.0,490013777Q,,treaty centre,,,,,,,,,
Treaty Centre,51.46728,-0.36306,1.0,490013777P,"116, 120, 203, 222, 423, 81, H32, H98",treaty centre,,,,,,,,,
Treaty Centre,51.46752,-0.36212,1.0,490013777O,"110, 111, 117, 235, 237, 281, 635, 681, E8, H22, H28, N9",treaty centre,,,,,,,,,
Tredegar Road,51.53214,-0.02329,1.0,490013779S,"276, 488",tredegar road,,,,,,,,,
Tredegar Road,51.53249,-0.02379,1.0,490013779N,"276, 488",tredegar road,,,,,,,,,
Trederwen Road,51.53801,-0.06291,1.0,490013780E,236,trederwen road,,,,,,,,,
Trederwen Road,51.53825,-0.06204,1.0,490013780W,236,trederwen road,,,,,,,,,
Tree Road,51.51226,0.03222,1.0,490013781N,"147, 300, 304, 473, N551",tree road,,,,,,,,,
Tree Road,51.51302,0.03188,1.0,490013781S,"147, 300, 304, 473, N551",tree road,,,,,,,,,
Treewall Gardens,51.42566,0.0221,1.0,490013782S,"126, 261, 638",treewall gardens,,,,,,,,,
Treewall Gardens,51.42623,0.02105,1.0,490013782N,"126, 261, 638",treewall gardens,,,,,,,,,
Tregenna Close,51.6449,-0.1314,1.0,490016715S,"121, N91",tregenna close,,,,,,,,,
Tregenna Close,51.64556,-0.1319,1.0,490016715N,"121, N91",tregenna close,,,,,,,,,
Trelawney Estate,51.54599,-0.05432,1.0,490007618C,"236, 276, 30, 394, W15",trelawney estate,,,,,,,,,
Trelawney Road,51.60291,0.08893,1.0,490013783W,"150, 247, N8",trelawney road,,,,,,,,,
Trelawney Road,51.60319,0.08966,1.0,490013783E,"150, 247, N8",trelawney road,,,,,,,,,
Tremadoc Road,51.46192,-0.12943,1.0,490013784N,P5,tremadoc road,,,,,,,,,
Tremadoc Road,51.46232,-0.12917,1.0,490013784S,P5,tremadoc road,,,,,,,,,
Trenholme Road,51.41616,-0.06411,1.0,490013786S,354,trenholme road,,,,,,,,,
Trent Country Park,51.65451,-0.15196,1.0,490013787S,"298, 699",trent country park,,,,,,,,,
Trent Country Park,51.65569,-0.1527,1.0,490013787N,"298, 699",trent country park,,,,,,,,,
Trent Park Golf Course,51.64931,-0.12923,1.0,490013789E,"121, 307",trent park golf course,,,,,,,,,
Trent Park Golf Course,51.64944,-0.12874,1.0,490013789W,"121, 307",trent park golf course,,,,,,,,,
Tresilian Avenue,51.64609,-0.11463,1.0,490016699W,W9,tresilian avenue,,,,,,,,,
Tressillian Road,51.46254,-0.02849,1.0,490013791S,484,tressillian road,,,,,,,,,
Treve Avenue,51.57571,-0.34882,1.0,490013792E,"114, 140, 640, H11, N140",treve avenue,,,,,,,,,
Trevor Close,51.46019,-0.33483,1.0,490013793E,481,trevor close,,,,,,,,,
Trinder Road,51.64727,-0.21699,1.0,490013795N,384,trinder road,,,,,,,,,
Trinder Road,51.64743,-0.21709,1.0,490013795Z,384,trinder road,,,,,,,,,
Tring Avenue,51.54986,-0.28164,1.0,490013797N,"18, N18",tring avenue,,,,,,,,,
Tring Avenue,51.55002,-0.28148,1.0,490013797S,"18, N18",tring avenue,,,,,,,,,
Trinity Avenue,51.59078,-0.17364,1.0,490013799W,"143, 653, H3, N20",trinity avenue,,,,,,,,,
Trinity Avenue,51.591,-0.17397,1.0,490013799E,"143, 653, H3, N20",trinity avenue,,,,,,,,,
Trinity Avenue / Bush Hill Park Stn,51.63989,-0.06316,1.0,490013798S,"217, 231, 377, 617",trinity avenue / bush hill park stn,,,,,,,,,
Trinity Avenue / Bush Hill Park Stn,51.64026,-0.06442,1.0,490018812E,377,trinity avenue / bush hill park stn,,,,,,,,,
Trinity Avenue / Bush Hill Park Stn,51.64057,-0.06566,1.0,490013798W,377,trinity avenue / bush hill park stn,,,,,,,,,
Trinity Avenue / Bush Hill Park Stn,51.64064,-0.06261,1.0,490013798N,"217, 231, 377, 617",trinity avenue / bush hill park stn,,,,,,,,,
Trinity Avenue / Wendy Close,51.64144,-0.06784,1.0,490009789E,377,trinity avenue / wendy close,,,,,,,,,
Trinity Church,51.48154,0.07373,1.0,490013801W,"51, 53, 658, N53",trinity church,,,,,,,,,
Trinity Church,51.48196,0.07288,1.0,490013801E,"51, 53, 658, N53",trinity church,,,,,,,,,
Trinity Park,51.60515,-0.02477,1.0,490013804W,34,trinity park,,,,,,,,,
Trinity Park,51.60584,-0.02548,1.0,490013804E,34,trinity park,,,,,,,,,
Trinity Place,51.45711,0.1417,1.0,490003973B,"269, 422, 486, 89, 96, B11, B12, B15, B16, N89",trinity place,,,,,,,,,
Trinity Place,51.45723,0.13998,1.0,490003973A,"269, 422, 486, 89, 96, B11, B12, B15, B16, N89",trinity place,,,,,,,,,
Trinity Road,51.42379,-0.19834,1.0,490013806W,200,trinity road,,,,,,,,,
Trinity Road,51.42417,-0.19668,1.0,490013806E,200,trinity road,,,,,,,,,
Trinity Road,51.44354,-0.1687,1.0,490013044G,"690, G1",trinity road,,,,,,,,,
Trinity School,51.375282,-0.369093,1.0,40004405141B,K3,trinity school,,,,,,,,,
Trinity School,51.37596,-0.06214,1.0,490012099E2,"119, 194, 198, 466",trinity school,,,,,,,,,
Trinity School,51.37624,-0.06102,1.0,490012099E1,"119, 194, 198, 466",trinity school,,,,,,,,,
Trinity School,51.48504,0.16144,1.0,490003970E,99,trinity school,,,,,,,,,
Trinity School,51.48505,0.16034,1.0,490003970W,99,trinity school,,,,,,,,,
Trinity Street / the Roebuck,51.49833,-0.09077,1.0,490013809N,"21, N21",trinity street / the roebuck,,,,,,,,,
Trinity Street / the Roebuck,51.49904,-0.09133,1.0,490013809S,"21, N21",trinity street / the roebuck,,,,,,,,,
Trocadero / Haymarket,51.51119,-0.13339,1.0,490011791K,"14, 19, 38, N19, N38",trocadero / haymarket,,,,,,,,,
Troopers Drive,51.61279,0.21974,1.0,490013810E,"256, 294, 646",troopers drive,,,,,,,,,
Trott Road,51.6037,-0.15346,1.0,490019549W,234,trott road,,,,,,,,,
Trott Road,51.60387,-0.15333,1.0,490019549N,234,trott road,,,,,,,,,
Trowbridge Estate,51.54733,-0.02893,1.0,490013813E,"236, 276, 388, N26",trowbridge estate,,,,,,,,,
Trowbridge Estate,51.54764,-0.02784,1.0,490013813W,"236, 276, 388, N26",trowbridge estate,,,,,,,,,
Trubshaw Road,51.50146,-0.36484,1.0,490013814E,E5,trubshaw road,,,,,,,,,
Truesdale Drive,51.58907,-0.48155,1.0,490013815S,331,truesdale drive,,,,,,,,,
Truesdale Drive,51.58938,-0.48147,1.0,490013815N,331,truesdale drive,,,,,,,,,
Tubbenden Drive,51.36334,0.08117,1.0,490020270E1,R4,tubbenden drive,,,,,,,,,
Tubbenden Drive,51.36335,0.08114,1.0,490013816E,R4,tubbenden drive,,,,,,,,,
Tubbenden Drive,51.36358,0.08007,1.0,490020270W,R4,tubbenden drive,,,,,,,,,
Tubbenden Lane,51.37176,0.09145,1.0,490013818J,"208, 353, 358, 51, 61, 654, 684, B14, N199, R1, R10, R2, R3, R4, R5, R6, R7, R8, R9",tubbenden lane,,,,,,,,,
Tubbenden Lane,51.37185,0.09134,1.0,490013818H,"208, 353, 358, 51, 61, 654, 684, B14, N199, R1, R10, R2, R3, R4, R5, R6, R7, R8, R9",tubbenden lane,,,,,,,,,
Tubbenden Lane Crofton,51.36473,0.08011,1.0,490003808S,R4,tubbenden lane crofton,,,,,,,,,
Tubbenden Lane South,51.3595,0.07485,1.0,490013817E,358,tubbenden lane south,,,,,,,,,
Tubbenden Lane South,51.35954,0.07374,1.0,490013817W,358,tubbenden lane south,,,,,,,,,
Tudor Crescent,51.6059,0.08362,1.0,490013827S,"167, 667, 677",tudor crescent,,,,,,,,,
Tudor Drive,51.38633,-0.21065,1.0,490013608S,"80, 93",tudor drive,,,,,,,,,
Tudor Drive,51.39142,-0.22174,1.0,490009424W,"163, 293",tudor drive,,,,,,,,,
Tudor Drive,51.39144,-0.22178,1.0,490009424E,"163, 293",tudor drive,,,,,,,,,
Tudor Drive,51.42893,-0.30704,1.0,490006227N,"65, N65",tudor drive,,,,,,,,,
Tudor Drive,51.42963,-0.30696,1.0,490013828S,"65, N65",tudor drive,,,,,,,,,
Tudor Estate,51.53657,-0.27528,1.0,490013831S,"224, 440",tudor estate,,,,,,,,,
Tudor Estate,51.53659,-0.27564,1.0,490013831N,440,tudor estate,,,,,,,,,
Tudor Gardens,51.55671,0.25365,1.0,490013924E,"346, 646",tudor gardens,,,,,,,,,
Tudor Gardens,51.55673,0.2541,1.0,490013924W,"346, 646",tudor gardens,,,,,,,,,
Tudor Gardens,51.56652,-0.26471,1.0,490015261N,"302, 83, N83, N98",tudor gardens,,,,,,,,,
Tudor Gardens,51.56684,-0.26351,1.0,490015261S,"302, 83, N83, N98",tudor gardens,,,,,,,,,
Tudor Grange,51.47883,0.01788,1.0,490016709W,386,tudor grange,,,,,,,,,
Tudor Grange,51.47891,0.01718,1.0,490016709E,386,tudor grange,,,,,,,,,
Tudor Road,51.53338,0.03629,1.0,490013833E,"104, 330, 376, 58",tudor road,,,,,,,,,
Tudor Road,51.53568,0.0981,1.0,490013834W,"287, 368, 687",tudor road,,,,,,,,,
Tudor Road,51.53577,0.10026,1.0,490013834E,"287, 368, 687",tudor road,,,,,,,,,
Tudor Road,51.59925,-0.39394,1.0,490013835N,H13,tudor road,,,,,,,,,
Tudor Road,51.59944,-0.39413,1.0,490009622S,H13,tudor road,,,,,,,,,
Tudor Way,51.38664,0.07899,1.0,490003734W,R7,tudor way,,,,,,,,,
Tudor Way,51.38665,0.07918,1.0,490003734E,R7,tudor way,,,,,,,,,
Tudway Road,51.45636,0.02651,1.0,490000300N,"178, B16",tudway road,,,,,,,,,
Tudway Road / Sutcliffe Park,51.45684,0.02814,1.0,490004686Z,,tudway road / sutcliffe park,,,,,,,,,
Tudway Road / Sutcliffe Park,51.45698,0.02907,1.0,490019155TS,,tudway road / sutcliffe park,,,,,,,,,
Tufnell Park Road,51.55914,-0.12166,1.0,490013836F,"17, 263, 43, N271, N41",tufnell park road,,,,,,,,,
Tufnell Park Road / Odeon Cinema,51.55821,-0.12179,1.0,490013837D,4,tufnell park road / odeon cinema,,,,,,,,,
Tufnell Park Station,51.55621,-0.13899,1.0,490005973F,"134, N20",tufnell park station,,,,,,,,,
Tufnell Park Station,51.55646,-0.13816,1.0,490000239G,390,tufnell park station,,,,,,,,,
Tufnell Park Station,51.55688,-0.13738,1.0,490000239A,4,tufnell park station,,,,,,,,,
Tufnell Park Station,51.55708,-0.13679,1.0,490000239B,4,tufnell park station,,,,,,,,,
Tufnell Park Station,51.55741,-0.13811,1.0,490015053C,"134, 390, N20",tufnell park station,,,,,,,,,
Tufnell Park Station / Brecknock Road,51.55623,-0.13779,1.0,490000239H,390,tufnell park station / brecknock road,,,,,,,,,
Tufnell Park Underground Station,51.556822,-0.138433,0.0,940GZZLUTFP,"4, Northern",tufnell park underground station,northern,Northern,tube,940GZZLUTFP,Tufnell Park Underground Station,51.556822,-0.138433,"['tube', 'bus']",tufnell park underground station
Tulasi Medical Centre,51.56139,0.12485,1.0,490013542S,"364, 368",tulasi medical centre,,,,,,,,,
Tulip Close,51.37912,-0.05338,1.0,490011118N,367,tulip close,,,,,,,,,
Tullick Way,51.31608,-0.14297,1.0,490002175Y,404,tullick way,,,,,,,,,
Tullick Way,51.31665,-0.14161,1.0,490002175Z,404,tullick way,,,,,,,,,
Tulse Hill Hotel,51.44136,-0.10763,1.0,490013839A,"2, 201, 415, 432, N2, P13",tulse hill hotel,,,,,,,,,
Tulse Hill Rail Station,51.439861,-0.105077,0.0,910GTULSEH,"2, 201, 415, 432, N2, Southern, Thameslink",tulse hill rail station,,,,,,,,,
Tulse Hill Station,51.43943,-0.10612,1.0,490001298G,"196, 2, 322, 432, 468, 68, 690, N2, N68",tulse hill station,,,,,,,,,
Tulse Hill Station,51.43967,-0.10412,1.0,4900TULSEH2,,tulse hill station,,,,,,,,,
Tulse Hill Station,51.43995,-0.10536,1.0,4900TULSEH1,,tulse hill station,,,,,,,,,
Tulse Hill Station,51.44027,-0.10758,1.0,490001298E,"2, 201, 415, 432, 690, N2, P13",tulse hill station,,,,,,,,,
Tulse Hill Station,51.44072,-0.10632,1.0,490001298F1,"196, 322, 468, 68, N68",tulse hill station,,,,,,,,,
Tunnel Avenue,51.49027,0.00855,1.0,490013840R,"188, 422",tunnel avenue,,,,,,,,,
Tunnel Avenue,51.49045,0.00877,1.0,490013840Q,"188, 422",tunnel avenue,,,,,,,,,
Tunstall Avenue,51.60758,0.10946,1.0,490013454W,"150, 247, N8",tunstall avenue,,,,,,,,,
Tunstock Way,51.49021,0.13638,1.0,490013841W,"229, 602, 669",tunstock way,,,,,,,,,
Tunstock Way,51.49043,0.13784,1.0,490013841E,"229, 602, 669",tunstock way,,,,,,,,,
Turing House School Grounds,51.45024,-0.36799,1.0,490002377XX,,turing house school grounds,,,,,,,,,
,,,,,,,weaver,Weaver,overground,910GTURKYST,Turkey Street Rail Station,51.672628,-0.047217,"['national-rail', 'overground']",turkey street rail station
Turkey Street Station,51.67036,-0.04102,1.0,490001299D,"121, 279, N279",turkey street station,,,,,,,,,
Turkey Street Station,51.6713,-0.04032,1.0,490010626C,"121, 279, N279",turkey street station,,,,,,,,,
Turkey Street Station,51.67228,-0.04785,1.0,490001299E,327,turkey street station,,,,,,,,,
Turkey Street Station,51.67354,-0.05311,1.0,490013843S,"217, 317, 617, 629",turkey street station,,,,,,,,,
Turkey Street Station,51.67371,-0.05366,1.0,490013843N,"217, 317, 617, 629",turkey street station,,,,,,,,,
Turnberry Way,51.3775,0.07919,1.0,490016590W,R7,turnberry way,,,,,,,,,
Turnberry Way,51.37755,0.0796,1.0,490016590E,R7,turnberry way,,,,,,,,,
Turner Close,51.53503,-0.4408,1.0,490018823W,U7,turner close,,,,,,,,,
Turner Close,51.53507,-0.44123,1.0,490018823E,U7,turner close,,,,,,,,,
Turner Road,51.59651,-0.28616,1.0,490013845W,"114, 606",turner road,,,,,,,,,
Turner Road,51.59666,-0.28579,1.0,490013845E,"114, 606",turner road,,,,,,,,,
Turners Wood,51.57158,-0.18013,1.0,490000842Y,H3,turners wood,,,,,,,,,
Turners Wood,51.57178,-0.18087,1.0,490000842Z,H3,turners wood,,,,,,,,,
Turney Road,51.44621,-0.09555,1.0,490013847S,"201, 3, N3",turney road,,,,,,,,,
Turney Road,51.44698,-0.09648,1.0,490013847N,"201, 3, N3",turney road,,,,,,,,,
Turnham Green / Sutton Lane North,51.49245,-0.26705,1.0,490000048XX,272,turnham green / sutton lane north,,,,,,,,,
Turnham Green Church,51.49236,-0.2643,1.0,490013848TT,440,turnham green church,,,,,,,,,
Turnham Green Church,51.4925,-0.26458,1.0,490013848UU,"110, 237, 267, 272, 440, E3, H91, N9",turnham green church,,,,,,,,,
Turnham Green Church,51.49258,-0.26622,1.0,490000048CV,"110, 237, 267, H91, N9",turnham green church,,,,,,,,,
Turnham Green Church,51.4926,-0.26417,1.0,490013848EE,272,turnham green church,,,,,,,,,
Turnham Green Church,51.49264,-0.26488,1.0,490013848DD,"110, 237, 267, H91, N9",turnham green church,,,,,,,,,
Turnham Green Station,51.49465,-0.25539,1.0,490000240JJ,"E3, N11",turnham green station,,,,,,,,,
Turnham Green Station,51.4947,-0.25528,1.0,490000240S,,turnham green station,,,,,,,,,
